Date,User,Tweet
2022-06-28 00:06:41+00:00,JoeToplyn,"At a pageant in California, a Chinese crested-chihuahua mix was crowned the World's Ugliest Dog. The judges said the dog is so ugly that when other dogs come up to him they don't know which end to sniff."
2022-06-25 19:08:15+00:00,JoeToplyn,"Because of a fire risk, over 400,000 patio umbrellas sold at Costco have been recalled. The good news is, Costco says that's only one package of umbrellas."
2022-06-25 01:11:30+00:00,JoeToplyn,"Yesterday Toyota announced that it's recalling its first mainstream electric car because the wheels can fall off. Company officials say that on the plus side, if the car has no wheels and can't move, it'll stay charged forever."
2022-06-23 15:17:10+00:00,JoeToplyn,"This week we'll be able to see a very rare event, five planets lining up in the sky--Mercury, Venus, Mars, Jupiter, and Saturn. To put it in perspective, that event is as rare as the Senate approving a new gun law."
2022-06-22 22:28:13+00:00,JoeToplyn,Kraft Macaroni and Cheese is shortening its name to Kraft Mac &amp; Cheese. The shorter name is perfect for people who want to think even less about what they're shoveling into their piehole.
2022-06-21 21:46:31+00:00,JoeToplyn,"Today Kellogg announced that it will separate into three different companies. Breakfast cereal insiders say the separation resulted from the bad breakup of a love triangle between Snap, Crackle, and Pop."
2022-06-21 00:29:00+00:00,JoeToplyn,"A fisherman in Cambodia caught what researchers say is the world’s largest freshwater fish. As opposed to the world's smallest freshwater fish, which was received as an entrée at Long John Silver's."
2022-06-18 21:35:33+00:00,JoeToplyn,"He's okay, but this morning in Delaware, President Biden fell off his bicycle. He said he was having trouble getting it out of first gear...you know, like his presidency."
2022-06-17 21:07:01+00:00,JoeToplyn,"Cosmetics maker Revlon has filed for Chapter 11 bankruptcy in the U.S. Actually, instead of just going with Chapter 11, it used its own Volumazing Mascara and filed for Chapter 11111111111."
2022-06-16 21:41:15+00:00,JoeToplyn,"New York City cancelled all swimming classes this summer because of the national lifeguard shortage. The good news is, former NY governor Andrew Cuomo offered to teach female swimmers mouth-to-mouth resuscitation."
2022-06-15 22:09:13+00:00,JoeToplyn,"Gas in some places is over $5 a gallon. Gas is so expensive that now Uber has three service tiers: UberX, Uber Pool, and Uber Piggyback."
2022-06-14 23:11:29+00:00,JoeToplyn,Coca-Cola and the maker of Jack Daniels whiskey are coming out with a Jack and Coke canned cocktail. It's perfect for people who love Jack and Cokes but are too drunk to remember the ingredients.
2022-06-13 20:48:01+00:00,JoeToplyn,"The Rolling Stones had to postpone a concert today when Mick Jagger tested positive for Covid-19. It's really his own fault he got Covid-19. He said when he heard ""19"" he just had to have sex with it."
2022-06-11 21:09:48+00:00,JoeToplyn,A new study says that adults who share their beds with a partner have more restful sleep. That's why Beautyrest is running a special promotion: every new mattress now includes the mattress salesperson.
2022-06-10 21:36:26+00:00,JoeToplyn,"Today the CDC announced that the symptoms of monkeypox look different than they have in the past. The CDC's lovable spokesmonkey made the announcement in his new book, ""Curious George and the Man with the Yellow Rash."""
2022-06-10 18:49:41+00:00,JoeToplyn,"Thanks for the mention, Lianna! I hope my book helped and the process was fun."
2022-06-09 20:54:49+00:00,JoeToplyn,"A Missouri woman was infected with an STD when she had sex in a car insured by Geico and now Geico may have to pay her over $5 million. ""I should have gotten us a motel room,"" said the Geico Gecko."
2022-06-08 22:03:35+00:00,JoeToplyn,"Researchers are warning that an insect called the spotted lanternfly could spread to California by 2027 and eat the grapes used to make wine. On the plus side, if the lanternflies get into the wine they can help push the cork out of the bottle."
2022-06-07 21:34:06+00:00,JoeToplyn,"A new survey says that, compared to before Covid-19, fewer Americans are leaving tips for restaurant servers now. When they heard about the survey, Americans took it with a grain of salt, then added either 15%, 20%, or 25% of a grain of salt."
2022-06-05 20:06:14+00:00,JoeToplyn,The Rock &amp; Roll Hall of Fame in Cleveland has a new exhibit about the Beatles. The exhibit will run through March 2023 or until Yoko Ono shows up.
2022-06-03 22:23:05+00:00,JoeToplyn,Yesterday the White House announced tough new sanctions on Russian friends of Vladimir Putin and their yachts. Which is why Russian oligarchs are cruising around on a new kind of watercraft: the super-dinghy.
2022-06-03 00:54:57+00:00,JoeToplyn,"Today 388 people in Britain put on mermaid tails to break the record for the world's largest gathering of merfolk. So from the waist down they looked like fish, and from the waist up they looked like losers."
2022-06-01 21:50:44+00:00,JoeToplyn,"To celebrate the Platinum Jubilee of Queen Elizabeth II this week, an official dessert was selected, a lemon-flavored trifle. There was an awkward moment when the Queen offered Prince Charles a taste but then made him wait for it."
2022-06-01 00:14:15+00:00,JoeToplyn,"At a recent auction, an almost 6-foot-tall bottle of Scotch whiskey sold for about $1.4 million. To put that in perspective, $1.4 million was also the winning bid for a six-inch-tall bottle of baby formula."
2022-05-29 03:44:25+00:00,JoeToplyn,"Next week Tom Cruise will turn 60 but he's still going strong. In fact, he just announced he'll star in the sequel to Top Gun: Maverick--Top Gun: Medicare."
2022-05-25 23:26:49+00:00,JoeToplyn,"This week the ""Star Wars"" series ""Obi-Wan Kenobi"" premieres on Disney Plus. But before you get too excited, there's also a series with Jar Jar Binks coming to Disney Minus."
2022-05-24 23:56:23+00:00,JoeToplyn,"Hyundai is recalling over 200,000 cars because their seat belts can explode. In their defense, company officials said the feature is a fast, easy way to lose a few pounds."
2022-05-23 23:34:02+00:00,JoeToplyn,Today the CDC said there are four more suspected cases of monkeypox in the U. S. But they also said not to worry: Monkeypox becomes much less aggressive if it's injected with a dose of bananapox.
2022-05-21 21:53:37+00:00,JoeToplyn,"Tomorrow, May 22, is Sherlock Holmes Day. Nobody knows who first started celebrating Sherlock Holmes Day, but he's a left-handed, bald, bagpipe player who walks with a limp."
2022-05-20 22:14:02+00:00,JoeToplyn,"Health officials are investigating a possible monkeypox infection in New York City. So if you see somebody in New York City throwing his feces at people like a monkey, he may have monkeypox."
2022-05-20 00:38:12+00:00,JoeToplyn,"Today at a London theater, Tom Cruise joined Prince William and Kate for the U.K. premiere of the new ""Top Gun"" movie. They all made royal entrances. Prince William escorted Kate down the red carpet and Tom Cruise rode in on one of the Queen's Corgis."
2022-05-18 22:32:56+00:00,JoeToplyn,A bullet hole in a picture of Johnny Cash on a water tower in Arkansas makes it look like the country music singer is urinating. It's pretty embarrassing. Officials say the water tower is leaking faster than a draft opinion from the Supreme Court.
2022-05-18 02:37:47+00:00,JoeToplyn,Officials are tightening the rules on concession prices at New York City-area airports after they found one bar at LaGuardia charging $27 for a beer. It was a Boston lager: Scam Adams.
2022-05-17 02:03:51+00:00,JoeToplyn,"Over the weekend, an Idaho man broke a Guinness World Record by running a half marathon while wearing 111 T-shirts. By the end of the race he was sweating more than Vladimir Putin's food taster."
2022-05-15 03:23:52+00:00,JoeToplyn,Yesterday was National Blame Someone Else Day. I was all set to write a great joke about it yesterday but Elon Musk distracted me.
2022-05-14 02:58:13+00:00,JoeToplyn,"Today Elon Musk put his deal to buy Twitter ""temporarily on hold"" because he's concerned about the number of fake accounts. He said he could tell some accounts were fake because their tweets actually made well-supported points in a calm and respectful manner."
2022-05-12 17:53:43+00:00,JoeToplyn,"This week NASA said that the James Webb Space Telescope has achieved perfect optical alignment. Apparently that involved focusing the telescope on a distant galaxy and asking it ""Which is better? This?...Or this?...This?...Or this?"
2022-05-12 03:02:33+00:00,JoeToplyn,Until recently North Korea claimed it had a perfect record in keeping out the coronavirus. But on Thursday North Korea reported its first coronavirus infection. Kim Jong Unhappy.
2022-05-10 22:09:26+00:00,JoeToplyn,Yesterday a former chemist for Coca-Cola was sentenced to 14 years in prison for stealing trade secrets for China. The Pentagon was very concerned. Apparently the Chinese were developing a powerful new missile propelled by Diet Coke and Mentos.
2022-05-09 22:00:28+00:00,JoeToplyn,"New data shows that so far this year, New Yorkers have called in over 7,000 rat sightings to the city’s complaint line. Even worse, over 6,000 of those times the rats grabbed the phone to take a selfie."
2022-05-07 20:38:17+00:00,JoeToplyn,"A new study says that take-out coffee cups could be releasing trillions of plastic nanoparticles into your coffee. Even worse than the nanoparticles, Starbucks coffee cups could be releasing trillions of Tall-, Grande-, and Venti-particles."
2022-05-06 21:48:55+00:00,JoeToplyn,The search goes on for that escaped Alabama prison inmate and his corrections officer girlfriend. He's 6-foot-9 but she's only 5-foot-5. Authorities suspect that tomorrow she'll be at the Kentucky Derby riding on him.
2022-05-05 20:21:03+00:00,JoeToplyn,A woman at a Goodwill store in Texas bought a statue for $35 that turned out to be an ancient Roman bust. Experts say it's the most well-preserved ancient bust they've seen since Cher's last concert tour.
2022-05-04 18:59:37+00:00,JoeToplyn,"Today is May the Fourth, Star Wars Day. To mark the occasion, Dave Chappelle and his security team beat the crap out of Jar Jar Binks."
2022-05-03 21:36:15+00:00,JoeToplyn,"Today in the U.S., it's National Teacher Appreciation Day. I know, that's a long word. Just sound it out. Uh...pree...shee...AY...shun. Can anybody tell me what that means? Anybody?"
2022-05-02 19:55:40+00:00,JoeToplyn,"Tonight is the Met Gala fundraiser, where all the celebrities show up in fancy outfits. But this year the red carpet will be a little different because of Covid vaccines. Instead of ""Who are you wearing?"" the big question will be ""Who are you injecting?"""
2022-04-30 22:14:52+00:00,JoeToplyn,"Nike is selling non-fungible tokens of some virtual sneakers for more than $100,000. The Nike NFTs are perfect for people who have $100,000 for a pair of sneakers but don't have enough room in their home for a shoebox."
2022-04-29 21:09:10+00:00,JoeToplyn,"Today in New York City, officials at the Bronx Zoo announced the birth of a rare baby tree kangaroo. The rare baby kangaroo is so valuable that it's already been pickpocketed out of its mother's pouch."
2022-04-28 21:50:14+00:00,JoeToplyn,Wildlife officials in Colorado said a bear broke into a car and destroyed the interior to get a tube of lip gloss. The officials advise that any hikers who accidentally encounter the bear should pucker up.
2022-04-27 21:46:53+00:00,JoeToplyn,"Tropicana unveiled a cereal that's designed to be eaten with orange juice instead of milk. It's perfect for people who love cereal but are sick and tired of milk's smug, entitled attitude."
2022-04-26 22:17:58+00:00,JoeToplyn,"In the state of Washington, firefighters rescued a woman who fell into a pit toilet where she had dropped her cellphone. When asked why she would go after a communication device that's so full of crap, she replied, ""Well, Elon Musk bought Twitter."""
2022-04-26 01:12:52+00:00,JoeToplyn,"Florida Governor Ron DeSantis suggested that he may do more to limit the Walt Disney Company’s ability to run its own government. For example, he said that from now on, the Little Mermaid would be working for the Orlando Water Department as a sewer inspector."
2022-04-23 19:19:45+00:00,JoeToplyn,"In a letter yesterday, the Tony Awards told attendees that it has a ""strict no violence policy."" Apparently the policy is so strict, actors now have to tell each other ""Be careful so you don't break a leg."""
2022-04-22 23:27:25+00:00,JoeToplyn,"It's Earth Day 2022, and a lot of people really stepped up to protect the environment. Like, today Will Smith slapped a Styrofoam coffee cup."
2022-04-21 22:15:05+00:00,JoeToplyn,"Video released today by TMZ shows champion boxer Mike Tyson repeatedly punching a fellow airline passenger in the face. Tyson said it's his version of joining the Mile High Club, where ""getting lucky"" means you don't get a fractured skull."
2022-04-20 19:32:50+00:00,JoeToplyn,"The news media is still full of appalling reports of intense fighting, violence, and bloodshed with little chance of a ceasefire. Yes, I'm talking about the Johnny Depp-Amber Heard lawsuit."
2022-04-19 21:47:38+00:00,JoeToplyn,"Because of a judge's ruling yesterday, many U.S. airlines no longer require their passengers to wear masks. Passengers are thrilled because instead of masks now they can focus on having fistfights about the luggage bins, armrests, and reclining seats."
2022-04-18 22:14:55+00:00,JoeToplyn,"Dollar Tree is recalling more than a million hot glue guns because they can malfunction. And some people are pretty angry about it. In fact, Martha Stewart said, ""You can have my hot glue gun when you pry it from my cold, dead hands that I've hot-glued it to."""
2022-04-17 02:23:45+00:00,JoeToplyn,"The FDA said it's looking into reports that Lucky Charms cereal causes gastrointestinal issues in some consumers. Even the Lucky Charms leprechaun referred to the cereal as ""magically diarrhetic."""
2022-04-15 21:53:31+00:00,JoeToplyn,"On Monday, for the first time in three years, the White House will host its Easter Egg Roll. And as a special treat, this year guests will also be able to search for Easter eggs hidden in Hunter Biden's laptop."
2022-04-15 03:07:41+00:00,JoeToplyn,"A new survey says that dogs who are on a vegan diet may be healthier. The survey also says that vegan dogs are better at doing tricks like ""shake hands,"" ""roll over,"" and ""act superior."""
2022-04-13 22:35:25+00:00,JoeToplyn,"According to the U.S. military, in 2014 an interstellar meteor collided with Earth for the first time ever. Officials said the Earth's inhabitants got very lucky because Michael Bay didn't make a movie about it."
2022-04-12 21:57:45+00:00,JoeToplyn,A new study in the Journal of Headache and Pain says that headaches are more common in women than in men. Here's how the study was conducted: the male researchers asked their wives to have sex.
2022-04-11 23:58:25+00:00,JoeToplyn,"An Idaho man set a Guinness World Record by balancing a lawn mower on his chin for over 30 minutes. Even with a lawnmower on his chin, experts say his face was safer than if he had told a joke about Jada Pinkett Smith."
2022-04-09 20:35:32+00:00,JoeToplyn,"Yesterday Jennifer Lopez announced that she just got engaged to Ben Affleck for the second time. So instead of ""Bennifer,"" the new nickname for the celebrity couple is ""Benn-there-done-that-ifer."""
2022-04-08 21:36:21+00:00,JoeToplyn,"Today the Academy banned Will Smith from the Oscars for 10 years, saying it was to protect the safety of their performers and guests. They said they would have banned him for 15 years, but at least before he slapped Chris Rock he used Purell."
2022-04-07 21:28:09+00:00,JoeToplyn,National Park Service rangers are warning that a rare virus in Utah is killing wild cottontail rabbits. The good news is all the new career opportunities listed on Indeed.​com for Easter bunnies.
2022-04-06 21:50:11+00:00,JoeToplyn,"According to a new study, having lots of trees in your neighborhood could improve your health and lower your medical costs. Here's why: If you have a lot of trees around you, it's harder for Will Smith to slap you."
2022-04-05 21:01:07+00:00,JoeToplyn,West Virginia University officials said that a donkey and 93 sheep escaped from a research farm but were quickly rounded up. Then they said it actually might have been more but the person counting the sheep got to 93 and started snoring.
2022-04-05 02:49:53+00:00,JoeToplyn,"Yesterday the Taliban announced a ban on growing narcotics in Afghanistan, which is the world's biggest opium producer. No more drugs in Afghanistan? That's really going to hurt their Spring Break business."
2022-04-03 20:31:47+00:00,JoeToplyn,"Some Disney-brand hand sanitizers are being recalled because they contain a human carcinogen. On the bright side, finally here's a news story about hands and danger that doesn't involve Will Smith."
2022-04-01 15:07:00+00:00,JoeToplyn,"It's April Fools' Day. To celebrate, Will Smith slapped Chris Rock in the face wearing a hand buzzer."
2022-03-31 20:31:51+00:00,JoeToplyn,"At the Academy Awards, Will Smith slapped Chris Rock on the face with his hand. And this is even weirder: Hollywood agents get 10%, so after the show Chris Rock slapped his agent with one finger."
2022-03-30 13:16:40+00:00,JoeToplyn,The Academy of Motion Pictures said that in a few weeks they'll decide what to do about Will Smith. He expects a slap on the wrist and they expect a slap in the face.
2022-03-29 13:59:12+00:00,JoeToplyn,"Yesterday ""King Richard"" Oscar-winner Will Smith apologized to Chris Rock for slapping him in the face at the Academy Awards. Smith also apologized to Venus and Serena Williams for not following-through on his forehand."
2022-03-28 21:01:32+00:00,JoeToplyn,"At the Academy Awards last night, Will Smith slapped Chris Rock hard in the face. It must have really hurt. In fact later, when Will Smith got handed his Oscar for ""King Richard,"" the Oscar flinched."
2022-03-26 20:03:35+00:00,JoeToplyn,"According to Reuters, sanctions are really hurting the Russian economy. Things are so bad that to save money commuting to work, some Russian oligarchs are yacht-pooling."
2022-03-25 22:22:05+00:00,JoeToplyn,"This week a woman in Ohio called 911 to report that her order from KFC didn't contain enough pieces of chicken. Here's a tip: If you want to call 911 to complain that you didn't get enough pieces of chicken, maybe you're just too dumb to count them correctly."
2022-03-24 22:05:05+00:00,JoeToplyn,"Today is National Cocktail Day, a holiday for celebrating alcoholic drinks. Which is perfect, because today is also National Watching the News Day."
2022-03-23 23:41:37+00:00,JoeToplyn,"Hotels in Venice, Italy, are giving their guests water guns to chase away aggressive seagulls. On the plus side, thanks to the seagulls, the hotel says that every pizza comes with a free extra topping."
2022-03-22 22:13:47+00:00,JoeToplyn,"According to CBS News, the global shortage of computer chips could last for years. That's why Apple's newest addition to the iMac family of desktops is the iAbacus."
2022-03-21 21:04:36+00:00,JoeToplyn,"A British restaurant was cleaning up, sweeping the floor, and found a full set of dentures. You know what that means...British food is so bad that some customer's teeth made a run for it."
2022-03-19 21:18:07+00:00,JoeToplyn,"A new Covid variant, the BA.2 variant, is spreading across the U.S., one state after the next. Experts say the good news is, it probably won't travel too much farther because it can't afford the gas."
2022-03-18 21:57:59+00:00,JoeToplyn,A biotech company is offering to pay people money if they donate their poop for research. They said they'd pay for the poop with a new type of bitcoin that's called exactly what you think you'd call bitcoin paid for poop.
2022-03-17 21:46:18+00:00,JoeToplyn,"Today is St. Patrick's Day 2022, and everybody's talking about those elusive little creatures jealously guarding the pots of gold they've hidden away. Not leprechauns...Russian oligarchs."
2022-03-16 21:34:59+00:00,JoeToplyn,"In New York City today, somebody stole 400 bulletproof vests that were going to be shipped to Ukraine. But Ukrainians are like, ""You live in New York City? Keep the vests. You need them more than we do."""
2022-03-15 21:40:19+00:00,JoeToplyn,"A 13-year-old British girl broke a Guinness World Record by assembling a Mr. Potato Head toy in under 6 seconds. Which is weird, because it took her 6 days to assemble Mr. Potato Head's IKEA bunk bed."
2022-03-14 21:30:56+00:00,JoeToplyn,"According to Reuters, there may be a worldwide shortage of diesel fuel. Fuel oil inventories have dropped by tens of millions of barrels. Apparently the reason is that some Russian oligarch just filled up his yacht."
2022-03-12 22:38:37+00:00,JoeToplyn,Daylight Savings Time starts tonight. So don't forget to set your clock ahead one hour. Or you could do it like Vladimir Putin and just steal somebody else's clock.
2022-03-11 22:53:05+00:00,JoeToplyn,"Yesterday actor Jussie Smollett was sentenced to 150 days in jail and now he's in a cell monitored by security cameras and by an officer wearing a body camera. Or as his agent put it, ""Now that the trial is behind him, Jussie is happy to be in front of the cameras again."""
2022-03-10 22:48:18+00:00,JoeToplyn,"An auction house is selling the Tin Man's oil can from ""The Wizard of Oz."" Bidding starts at $200,000, but if you want to spend $200,000 on a metal container that holds petroleum products, you could also buy a used car and fill the gas tank."
2022-03-09 14:32:39+00:00,JoeToplyn,"Today is National Meatball Day. It's the favorite holiday of people who love Swedish meatballs, Italian meatballs, and the Heimlich maneuver."
2022-03-08 23:12:39+00:00,JoeToplyn,"Today McDonald's said it's closing all its restaurants in Russia because of Ukraine. Is that a good idea? If McDonald's really wants to hurt the Russians it should open up more restaurants, hand out free artery-clogging fries and Big Macs, attack the Russians from the inside."
2022-03-07 22:55:27+00:00,JoeToplyn,A Polish man broke a Guinness World Record by spending 3 hours and 28 minutes with his body submerged in ice. He said it's the only way he can cool off after thinking about Vladimir Putin.
2022-03-05 23:23:13+00:00,JoeToplyn,Today North Korea launched its second ballistic missile in less than a week. You know what that means...nominations are now open for the 2022 People's Choice Psychopathic Dictator Awards.
2022-03-04 23:22:58+00:00,JoeToplyn,"Astronomers say that a 3-ton piece of space junk crashed into the moon today at over 5,000 mph. And the Moon is like, ""That’s okay, Earth, I'll take the hit from the crashing space junk. You have enough problems already."""
2022-03-03 23:15:00+00:00,JoeToplyn,"Today a man in New York City lost his wallet containing $4,000 cash but then the wallet was returned to him with the $4,000 still there. The bad news is, the wallet was empty later after he gassed up his car."
2022-03-02 21:22:12+00:00,JoeToplyn,"Fitness company Fitbit is recalling 1.7 million smartwatches because their batteries can overheat. In their defense, Fitbit officials pointed out that their slogan is ""Feel the burn."""
2022-03-01 22:50:12+00:00,JoeToplyn,"Today Russian athletes were banned from competing in international ice skating, skiing, track, and other sports. They're sad and depressed because now they won't be doing something they love...Not the athletes, their dope dealers."
2022-02-26 23:23:30+00:00,JoeToplyn,"Yesterday President Biden nominated the first Black woman to the Supreme Court, saying the court should look like America. To look more like America, he also told the Supreme Court justices that they each have to pack on about eighty pounds."
2022-02-26 00:33:21+00:00,JoeToplyn,"A Nova Scotia teenager set a Guinness World Record by solving 211 Rubik's cubes while bouncing on a pogo stick. The classmate who taught him exactly what you have to do to solve Rubik's cubes described him as ""really gullible."""
2022-02-24 23:10:09+00:00,JoeToplyn,"A report from the American Dental Association says there's a shortage of dental hygienists in the United States. It's bad news but the report doesn't sugarcoat it because, well, it's the American Dental Association."
2022-02-23 22:34:48+00:00,JoeToplyn,"Yesterday was Twosday, and in North Carolina a baby girl was born on 2/22/2022, at 2:22 a.m. And to make it even more perfect, right as the baby was born, she made a Number 2."
2022-02-23 00:41:08+00:00,JoeToplyn,"Today is Twosday, Tuesday, 2/22/22. It’s the perfect day for those weird people who like things in pairs. Today is Twosday, Tuesday, 2/22/22. It’s the perfect day for those weird people who like things in pairs."
2022-02-21 23:19:09+00:00,JoeToplyn,"Today racehorse Medina Spirit was stripped of its win in last year's Kentucky Derby because of testing positive for a banned substance. The good news is, Medina Spirit was just named official mascot of the Russian Olympic team."
2022-02-20 03:46:33+00:00,JoeToplyn,"Family Dollar issued a recall of some products after more than a thousand rodents were found in one of its distribution facilities. No word yet on what products they're recalling, but I'm guessing defective mousetraps."
2022-02-19 01:02:36+00:00,JoeToplyn,Today officials in London warned residents to stay home because of Britain's worst storm in decades. Boris Johnson said the wind was so strong it actually picked up 100 of his friends and dropped them into a party at 10 Downing Street.
2022-02-17 15:48:31+00:00,JoeToplyn,"According to new reports, Russia is moving a field hospital to the Ukraine border. But Vladimir Putin says not to worry, the field hospital won't be used to invade Ukraine. It's for treating accidental drug overdoses by Russian Olympic athletes."
2022-02-16 23:13:25+00:00,JoeToplyn,"Today at the Winter Olympics, Team Canada won the gold medal in the men’s 5000-meter short track speed skating relay. Even more impressive, to win the race they had to skate around 47 Canadian truck drivers sitting on the ice."
2022-02-15 22:54:54+00:00,JoeToplyn,"Olympian gymnast Simone Biles and NFL player Jonathan Owens just got engaged. They said they fell head over heels in love, although in Biles's case it was head over heels over head over heels over head then a double salto layout with a half-twist and she stuck the landing."
2022-02-14 23:07:02+00:00,JoeToplyn,"To be sure it's still working, get a booster shot. Even kids should get a booster shot. That's what the experts are saying. Not health experts talking about the Covid vaccine, Russian Olympic figure skating coaches talking about trimetazidine."
2022-02-11 21:12:50+00:00,JoeToplyn,"A new Labor Department report says that last month saw the biggest annual increase in inflation in 40 years. If you'd like to read the report,the Labor Dept. is selling it for $19.95...Sorry,here's an update...that's $49.95...Wait...actually,you better send them all your money."
2022-02-11 00:53:51+00:00,JoeToplyn,Today General Motors had to cancel two shifts at one of its factories because of a parts shortage caused by those protests at the Canadian border. A shortage of parts is also the reason Cher had to cancel two plastic surgeries.
2022-02-10 01:21:24+00:00,JoeToplyn,The medal ceremony for team figure skating at the Beijing Winter Games was canceled because a Russian skater reportedly tested positive for a banned drug. That's hard to believe. A medal-winning Russian Olympic athlete tested positive for only one banned drug?
2022-02-07 19:26:10+00:00,JoeToplyn,"Israeli scientists have successfully taught goldfish how to drive a small fish tank around on land to get a reward of fish food. Elon Musk immediately sued the scientists, claiming that's how Tesla's Autopilot works."
2022-02-05 22:30:51+00:00,JoeToplyn,"Yesterday U.S. Secret Service officials arrested a Home Depot employee accused of passing nearly $400,000 in counterfeit money. The arrest came after the Home Depot employee said he couldn't answer questions about the counterfeit money because he doesn't work in that department."
2022-02-04 23:22:05+00:00,JoeToplyn,"Today the FBI urged U.S. Olympic athletes to use burner phones while they're at the Olympics in China, for security reasons. No comment from the two Olympic mascots: a lantern child, Shuey Rhon Rhon, and a lovable panda, Cyber Hacker Hacker."
2022-02-03 22:49:49+00:00,JoeToplyn,"Today the Pentagon said it believes Russia might be planning an elaborate hoax as an excuse to invade Ukraine.Vladimir Putin said his troops can't invade because they're way too busy filling an order that Ukraine just placed on Amazon for two-day delivery of 10,000 Russian tanks."
2022-02-02 19:23:36+00:00,JoeToplyn,"Today is Groundhog Day, and Punxsutawney Phil came out of his burrow and predicted six more weeks of winter. And as a bonus this year, he also predicted six more weeks of suspension from ""The View"" for Whoopi Goldberg."
2022-02-01 17:23:44+00:00,JoeToplyn,"Tesla is recalling over 50,000 cars because their “Full Self-Driving” software lets them roll through stop signs. Officials explained that a feature of the software causes the car to disregard some traffic laws if the driver resembles Tiger Woods."
2022-01-31 23:03:22+00:00,JoeToplyn,"Today Canadian Prime Minister Justin Trudeau announced that he has contracted Covid-19. But this is nice: Because his coronavirus is Canadian, it politely apologized."
2022-01-29 22:15:55+00:00,JoeToplyn,"According to U.S. officials, Russia has prepared to invade Ukraine by moving blood supplies to the Ukraine border. The blood would be used to treat the wounded and to provide nourishment to Vladimir Putin's personal battalion of undead troops from Transylvania."
2022-01-28 20:18:54+00:00,JoeToplyn,"There's a new White House pet, a short-haired cat named Willow. Between all the napping, getting groomed, and wandering around aimlessly, President Biden hasn't had the time to meet the cat yet."
2022-01-27 22:59:07+00:00,JoeToplyn,"This week was the birthday of Volodymyr Zelensky, the president of Ukraine. He had a pretty memorable party. A huge birthday cake was wheeled in, and after everybody finished singing ""Happy Birthday,"" out of the cake jumped 100,000 Russian soldiers."
2022-01-26 00:52:34+00:00,JoeToplyn,This week drugstores like CVS and Walgreens will be handing out free N95 masks. Their risk-averse customers are pretty happy about it. Now they can wear the face masks and be 95% protected from being identified while they're shoplifting.
2022-01-24 23:10:46+00:00,JoeToplyn,"A man in India broke a world record by doing 109 pushups with his fingertips in one minute. The bad news is, he works in tech support, so that means he can also disconnect 109 customer phone calls in a minute."
2022-01-22 16:05:47+00:00,JoeToplyn,The Rite Aid drugstore chain is closing one of its Manhattan stores because of too much shoplifting. Rite Aid officials said the decision to close was a bitter pill to swallow but it got rid of a headache and anything else would have been a Band-Aid solution.
2022-01-21 21:20:40+00:00,JoeToplyn,"This week President Biden was criticized for suggesting that the U.S. wouldn't respond aggressively to a “minor incursion” by Russia into Ukraine. When asked to clarify, Biden said it would be okay for Russian troops to cross the border ""to retrieve a Frisbee."""
2022-01-20 23:31:14+00:00,JoeToplyn,"McDonald's is selling a dessert, a sweet pastry filled with blueberries and vanilla-flavored crème and baked in a pie crust. It's to improve customer retention: If their customers get fat enough, they won't be able to leave McDonald's through the door."
2022-01-19 22:33:12+00:00,JoeToplyn,"This week several European countries reported a record number of Covid-19 infections. The good news is, to increase social distancing, Russian President Vladimir Putin offered to spread his 100,000 troops out into Ukraine."
2022-01-18 22:31:09+00:00,JoeToplyn,"Today the Biden administration's new website to order free at-home Covid tests went live. Because the Post Office is delivering the tests, they're changing the name of the BinaxNOW test to BinaxEVENTUALLY."
2022-01-15 21:39:19+00:00,JoeToplyn,"This week Russia moved more military equipment to the Ukraine border. I don't want to say the Russians are going into Ukraine, but now all their tanks have bumper stickers reading ""How's my invading? Call 1-800-VLADIMIR."""
2022-01-14 22:45:38+00:00,JoeToplyn,"Researchers in Wales report that men wearing a mask may appear more attractive to women. That's because a well-fitting N95 mask on a man filters out 95% of his airborne catcalls, putdowns, and pickup lines."
2022-01-13 20:55:07+00:00,JoeToplyn,"Today Buckingham Palace announced that Prince Andrew has been stripped of all his military titles and charities. The good news is, for those plane trips to Jeffrey Epstein's private island, Prince Andrew gets to keep the frequent flyer miles."
2022-01-12 22:38:55+00:00,JoeToplyn,"According to ABC News, the Russians are heavy favorites to win figure skating medals at the Olympics. But this is weird. At practices, for some reason, every time the Russian skaters do a triple jump they land in Ukraine."
2022-01-12 00:26:32+00:00,JoeToplyn,Freezing cold weather grips the Northeast. It's so cold that people are huddling next to their e-bikes just for the battery fires.
2022-01-10 22:58:36+00:00,JoeToplyn,Today the Norwegian military ordered soldiers who are ending their military service to return their underwear.  So apparently the Norwegian military are having problems outfitting their privates.
2022-01-09 16:19:14+00:00,JoeToplyn,"A researcher in Cyprus has discovered a strain of the coronavirus that combines the delta and omicron variants, which he calls “deltacron.” He also discovered people who have the coronavirus but don't wear face masks, who he calls ""mask-holes."""
2022-01-07 23:25:27+00:00,JoeToplyn,"The White House plans to ship those 500 million free at-home Covid tests via the U.S. Postal Service. So the Covid tests will be at-home, but the home they'll arrive at is your neighbor down the street."
2022-01-07 01:45:14+00:00,JoeToplyn,"This week in Massachusetts, two dogs that can detect the smell of Covid-19 will visit three school districts. According to scientists, dogs are able to detect even small amounts of Covid-19 because it smells like dog butt."
